floor,building,num_strongest_APs,min_AP_strength,min_strong_overlap,gain_error
3,0,3,-70,6,7.6063
3,0,4,-70,2,2.652
3,0,4,-70,3,2.3473
3,0,4,-70,4,7.6063
3,0,4,-70,5,7.6063
3,0,4,-70,6,7.6063
3,0,5,-70,2,4.4115
3,0,5,-70,3,3.4394
3,0,5,-70,4,4.3641
3,0,5,-70,5,7.6063
3,0,5,-70,6,7.6063
3,0,7,-70,2,3.7981
3,0,7,-70,3,4.4162
3,0,7,-70,4,3.9944
3,0,7,-70,5,3.4602
3,0,7,-70,6,3.6611
3,0,10,-70,2,7.8341
3,0,10,-70,3,7.631
3,0,10,-70,4,7.58
3,0,10,-70,5,7.4858
3,0,10,-70,6,6.0984
0,1,2,-100,2,6.014
0,1,2,-100,3,6.014
0,1,2,-100,4,6.014
0,1,2,-100,5,6.014
0,1,2,-100,6,6.014
0,1,3,-100,2,3.5193
0,1,3,-100,3,6.014
0,1,3,-100,4,6.014
0,1,3,-100,5,6.014
0,1,3,-100,6,6.014
0,1,4,-100,2,0.42225
0,1,4,-100,3,1.7964
0,1,4,-100,4,6.014
0,1,4,-100,5,6.014
0,1,4,-100,6,6.014
0,1,5,-100,2,29.507
0,1,5,-100,3,1.647
0,1,5,-100,4,4.5904
0,1,5,-100,5,6.014
0,1,5,-100,6,6.014
0,1,7,-100,2,29.635
0,1,7,-100,3,27.199
0,1,7,-100,4,28.399
0,1,7,-100,5,22.642
0,1,7,-100,6,4.1327
0,1,10,-100,2,32.102
0,1,10,-100,3,29.528
0,1,10,-100,4,29.554
0,1,10,-100,5,29.684
0,1,10,-100,6,29.398
0,1,2,-90,2,6.014
0,1,2,-90,3,6.014
0,1,2,-90,4,6.014
0,1,2,-90,5,6.014
0,1,2,-90,6,6.014
0,1,3,-90,2,4.9553
0,1,3,-90,3,6.014
0,1,3,-90,4,6.014
0,1,3,-90,5,6.014
0,1,3,-90,6,6.014
0,1,4,-90,2,1.9943
0,1,4,-90,3,2.5391
0,1,4,-90,4,6.014
0,1,4,-90,5,6.014
0,1,4,-90,6,6.014
0,1,5,-90,2,29.388
0,1,5,-90,3,2.2978
0,1,5,-90,4,5.4608
0,1,5,-90,5,6.014
0,1,5,-90,6,6.014
0,1,7,-90,2,29.383
0,1,7,-90,3,27.911
0,1,7,-90,4,29.944
0,1,7,-90,5,23.803
0,1,7,-90,6,5.1269
0,1,10,-90,2,41.7
0,1,10,-90,3,31.339
0,1,10,-90,4,32.108
0,1,10,-90,5,31.767
0,1,10,-90,6,31.408
0,1,2,-80,2,6.014
0,1,2,-80,3,6.014
0,1,2,-80,4,6.014
0,1,2,-80,5,6.014
0,1,2,-80,6,6.014
0,1,3,-80,2,7.1399
0,1,3,-80,3,6.014
0,1,3,-80,4,6.014
0,1,3,-80,5,6.014
0,1,3,-80,6,6.014
0,1,4,-80,2,5.7347
0,1,4,-80,3,5.0893
0,1,4,-80,4,6.014
0,1,4,-80,5,6.014
0,1,4,-80,6,6.014
0,1,5,-80,2,20.602
0,1,5,-80,3,6.132
0,1,5,-80,4,6.1054
0,1,5,-80,5,6.014
0,1,5,-80,6,6.014
0,1,7,-80,2,22.062
0,1,7,-80,3,21.069
0,1,7,-80,4,14.394
0,1,7,-80,5,6.5881
0,1,7,-80,6,8.2868
0,1,10,-80,2,8.0051
0,1,10,-80,3,5.7741
0,1,10,-80,4,4.9957
0,1,10,-80,5,4.99
0,1,10,-80,6,4.2529
0,1,2,-70,2,6.014
0,1,2,-70,3,6.014
0,1,2,-70,4,6.014
0,1,2,-70,5,6.014
0,1,2,-70,6,6.014
0,1,3,-70,2,5.6452
0,1,3,-70,3,6.014
0,1,3,-70,4,6.014
0,1,3,-70,5,6.014
0,1,3,-70,6,6.014
0,1,4,-70,2,5.6206
0,1,4,-70,3,5.5054
0,1,4,-70,4,6.014
0,1,4,-70,5,6.014
0,1,4,-70,6,6.014
0,1,5,-70,2,6.515
0,1,5,-70,3,6.5544
0,1,5,-70,4,8.4903
0,1,5,-70,5,6.014
0,1,5,-70,6,6.014
0,1,7,-70,2,6.2278
0,1,7,-70,3,6.3577
0,1,7,-70,4,4.2966
0,1,7,-70,5,4.2886
0,1,7,-70,6,4.6273
0,1,10,-70,2,4.2191
0,1,10,-70,3,2.638
0,1,10,-70,4,2.0305
0,1,10,-70,5,1.982
0,1,10,-70,6,2.0394
1,1,2,-100,2,29.834
1,1,2,-100,3,29.834
1,1,2,-100,4,29.834
1,1,2,-100,5,29.834
1,1,2,-100,6,29.834
1,1,3,-100,2,21.198
1,1,3,-100,3,29.834
1,1,3,-100,4,29.834
1,1,3,-100,5,29.834
1,1,3,-100,6,29.834
1,1,4,-100,2,23.179
1,1,4,-100,3,20.378
1,1,4,-100,4,29.834
1,1,4,-100,5,29.834
1,1,4,-100,6,29.834
1,1,5,-100,2,12.56
1,1,5,-100,3,22.056
1,1,5,-100,4,21.379
1,1,5,-100,5,29.834
1,1,5,-100,6,29.834
1,1,7,-100,2,35.781
1,1,7,-100,3,32.323
1,1,7,-100,4,13.833
1,1,7,-100,5,12.486
1,1,7,-100,6,19.283
1,1,10,-100,2,23.445
1,1,10,-100,3,25.144
1,1,10,-100,4,32.112
1,1,10,-100,5,10.57
1,1,10,-100,6,11.775
1,1,2,-90,2,29.834
1,1,2,-90,3,29.834
1,1,2,-90,4,29.834
1,1,2,-90,5,29.834
1,1,2,-90,6,29.834
1,1,3,-90,2,20.852
1,1,3,-90,3,29.834
1,1,3,-90,4,29.834
1,1,3,-90,5,29.834
1,1,3,-90,6,29.834
1,1,4,-90,2,22.35
1,1,4,-90,3,22.354
1,1,4,-90,4,29.834
1,1,4,-90,5,29.834
1,1,4,-90,6,29.834
1,1,5,-90,2,23.961
1,1,5,-90,3,21.707
1,1,5,-90,4,23.427
1,1,5,-90,5,29.834
1,1,5,-90,6,29.834
1,1,7,-90,2,34.686
1,1,7,-90,3,16.802
1,1,7,-90,4,24.59
1,1,7,-90,5,11.628
1,1,7,-90,6,19.925
1,1,10,-90,2,20.772
1,1,10,-90,3,28.052
1,1,10,-90,4,20.431
1,1,10,-90,5,13.617
1,1,10,-90,6,10.026
1,1,2,-80,2,29.834
1,1,2,-80,3,29.834
1,1,2,-80,4,29.834
1,1,2,-80,5,29.834
1,1,2,-80,6,29.834
1,1,3,-80,2,19.601
1,1,3,-80,3,29.834
1,1,3,-80,4,29.834
1,1,3,-80,5,29.834
1,1,3,-80,6,29.834
1,1,4,-80,2,22.37
1,1,4,-80,3,26.763
1,1,4,-80,4,29.834
1,1,4,-80,5,29.834
1,1,4,-80,6,29.834
1,1,5,-80,2,44.795
1,1,5,-80,3,22.03
1,1,5,-80,4,27.372
1,1,5,-80,5,29.834
1,1,5,-80,6,29.834
1,1,7,-80,2,20.34
1,1,7,-80,3,16.459
1,1,7,-80,4,19.086
1,1,7,-80,5,17.146
1,1,7,-80,6,26.714
1,1,10,-80,2,48.202
1,1,10,-80,3,31.264
1,1,10,-80,4,23.53
1,1,10,-80,5,22.127
1,1,10,-80,6,14.772
1,1,2,-70,2,29.834
1,1,2,-70,3,29.834
1,1,2,-70,4,29.834
1,1,2,-70,5,29.834
1,1,2,-70,6,29.834
1,1,3,-70,2,20.821
1,1,3,-70,3,29.834
1,1,3,-70,4,29.834
1,1,3,-70,5,29.834
1,1,3,-70,6,29.834
1,1,4,-70,2,20.357
1,1,4,-70,3,27.771
1,1,4,-70,4,29.834
1,1,4,-70,5,29.834
1,1,4,-70,6,29.834
1,1,5,-70,2,20.09
1,1,5,-70,3,19.851
1,1,5,-70,4,23.863
1,1,5,-70,5,29.834
1,1,5,-70,6,29.834
1,1,7,-70,2,31.668
1,1,7,-70,3,21.822
1,1,7,-70,4,28.87
1,1,7,-70,5,30.136
1,1,7,-70,6,29.192
1,1,10,-70,2,27.34
1,1,10,-70,3,28.702
1,1,10,-70,4,29.726
1,1,10,-70,5,31.024
1,1,10,-70,6,30.895
2,1,2,-100,2,16.046
2,1,2,-100,3,16.046
2,1,2,-100,4,16.046
2,1,2,-100,5,16.046
2,1,2,-100,6,16.046
2,1,3,-100,2,2.3018
2,1,3,-100,3,16.046
2,1,3,-100,4,16.046
2,1,3,-100,5,16.046
2,1,3,-100,6,16.046
2,1,4,-100,2,12.223
2,1,4,-100,3,0.52615
2,1,4,-100,4,16.046
2,1,4,-100,5,16.046
2,1,4,-100,6,16.046
2,1,5,-100,2,16.914
2,1,5,-100,3,2.7431
2,1,5,-100,4,4.6623
2,1,5,-100,5,16.046
2,1,5,-100,6,16.046
2,1,7,-100,2,45.477
2,1,7,-100,3,3.1832
2,1,7,-100,4,1.8584
2,1,7,-100,5,3.0004
2,1,7,-100,6,8.5848
2,1,10,-100,2,43.153
2,1,10,-100,3,45.198
2,1,10,-100,4,36.929
2,1,10,-100,5,2.9801
2,1,10,-100,6,2.0292
2,1,2,-90,2,16.046
2,1,2,-90,3,16.046
2,1,2,-90,4,16.046
2,1,2,-90,5,16.046
2,1,2,-90,6,16.046
2,1,3,-90,2,0.87298
2,1,3,-90,3,16.046
2,1,3,-90,4,16.046
2,1,3,-90,5,16.046
2,1,3,-90,6,16.046
2,1,4,-90,2,13.025
2,1,4,-90,3,1.9102
2,1,4,-90,4,16.046
2,1,4,-90,5,16.046
2,1,4,-90,6,16.046
2,1,5,-90,2,20.569
2,1,5,-90,3,1.7484
2,1,5,-90,4,3.19
2,1,5,-90,5,16.046
2,1,5,-90,6,16.046
2,1,7,-90,2,46.029
2,1,7,-90,3,0.78047
2,1,7,-90,4,1.0681
2,1,7,-90,5,3.123
2,1,7,-90,6,8.4171
2,1,10,-90,2,34.881
2,1,10,-90,3,41.662
2,1,10,-90,4,22.017
2,1,10,-90,5,3.4829
2,1,10,-90,6,0.30655
2,1,2,-80,2,16.046
2,1,2,-80,3,16.046
2,1,2,-80,4,16.046
2,1,2,-80,5,16.046
2,1,2,-80,6,16.046
2,1,3,-80,2,8.6691
2,1,3,-80,3,16.046
2,1,3,-80,4,16.046
2,1,3,-80,5,16.046
2,1,3,-80,6,16.046
2,1,4,-80,2,16.063
2,1,4,-80,3,9.4328
2,1,4,-80,4,16.046
2,1,4,-80,5,16.046
2,1,4,-80,6,16.046
2,1,5,-80,2,28.274
2,1,5,-80,3,8.9167
2,1,5,-80,4,8.9976
2,1,5,-80,5,16.046
2,1,5,-80,6,16.046
2,1,7,-80,2,14.458
2,1,7,-80,3,23.424
2,1,7,-80,4,23.367
2,1,7,-80,5,8.7113
2,1,7,-80,6,8.7174
2,1,10,-80,2,12.664
2,1,10,-80,3,24.283
2,1,10,-80,4,39.016
2,1,10,-80,5,49.487
2,1,10,-80,6,10.208
2,1,2,-70,2,16.046
2,1,2,-70,3,16.046
2,1,2,-70,4,16.046
2,1,2,-70,5,16.046
2,1,2,-70,6,16.046
2,1,3,-70,2,10.881
2,1,3,-70,3,16.046
2,1,3,-70,4,16.046
2,1,3,-70,5,16.046
2,1,3,-70,6,16.046
2,1,4,-70,2,10.977
2,1,4,-70,3,10.088
2,1,4,-70,4,16.046
2,1,4,-70,5,16.046
2,1,4,-70,6,16.046
2,1,5,-70,2,14.717
2,1,5,-70,3,13.476
2,1,5,-70,4,14.851
2,1,5,-70,5,16.046
2,1,5,-70,6,16.046
2,1,7,-70,2,20.144
2,1,7,-70,3,13.799
2,1,7,-70,4,9.9642
2,1,7,-70,5,10.815
2,1,7,-70,6,9.876
2,1,10,-70,2,22.219
2,1,10,-70,3,21.805
2,1,10,-70,4,19.895
2,1,10,-70,5,19.231
2,1,10,-70,6,12.409
3,1,2,-100,2,7.1197
3,1,2,-100,3,7.1197
3,1,2,-100,4,7.1197
3,1,2,-100,5,7.1197
3,1,2,-100,6,7.1197
3,1,3,-100,2,5.282
3,1,3,-100,3,7.1197
3,1,3,-100,4,7.1197
3,1,3,-100,5,7.1197
3,1,3,-100,6,7.1197
3,1,4,-100,2,3.5478
3,1,4,-100,3,2.9679
3,1,4,-100,4,7.1197
3,1,4,-100,5,7.1197
3,1,4,-100,6,7.1197
3,1,5,-100,2,7.7911
3,1,5,-100,3,1.6958
3,1,5,-100,4,2.4488
3,1,5,-100,5,7.1197
3,1,5,-100,6,7.1197
3,1,7,-100,2,13.81
3,1,7,-100,3,6.2587
3,1,7,-100,4,10.447
3,1,7,-100,5,4.8732
3,1,7,-100,6,5.8631
3,1,10,-100,2,24.43
3,1,10,-100,3,34.629
3,1,10,-100,4,21.257
3,1,10,-100,5,13.286
3,1,10,-100,6,9.3147
3,1,2,-90,2,7.1197
3,1,2,-90,3,7.1197
3,1,2,-90,4,7.1197
3,1,2,-90,5,7.1197
3,1,2,-90,6,7.1197
3,1,3,-90,2,2.8869
3,1,3,-90,3,7.1197
3,1,3,-90,4,7.1197
3,1,3,-90,5,7.1197
3,1,3,-90,6,7.1197
3,1,4,-90,2,5.0341
