floor,building,num_strongest_APs,min_AP_strength,min_strong_overlap,gain_error
3,1,4,-90,3,3.909
3,1,4,-90,4,7.1197
3,1,4,-90,5,7.1197
3,1,4,-90,6,7.1197
3,1,5,-90,2,12.52
3,1,5,-90,3,5.6852
3,1,5,-90,4,2.4391
3,1,5,-90,5,7.1197
3,1,5,-90,6,7.1197
3,1,7,-90,2,7.1736
3,1,7,-90,3,12.219
3,1,7,-90,4,14.608
3,1,7,-90,5,3.4254
3,1,7,-90,6,3.4824
3,1,10,-90,2,7.6284
3,1,10,-90,3,8.5727
3,1,10,-90,4,17.747
3,1,10,-90,5,7.1754
3,1,10,-90,6,13.387
3,1,2,-80,2,7.1197
3,1,2,-80,3,7.1197
3,1,2,-80,4,7.1197
3,1,2,-80,5,7.1197
3,1,2,-80,6,7.1197
3,1,3,-80,2,2.9297
3,1,3,-80,3,7.1197
3,1,3,-80,4,7.1197
3,1,3,-80,5,7.1197
3,1,3,-80,6,7.1197
3,1,4,-80,2,3.3793
3,1,4,-80,3,3.95
3,1,4,-80,4,7.1197
3,1,4,-80,5,7.1197
3,1,4,-80,6,7.1197
3,1,5,-80,2,4.4367
3,1,5,-80,3,3.277
3,1,5,-80,4,4.6596
3,1,5,-80,5,7.1197
3,1,5,-80,6,7.1197
3,1,7,-80,2,7.443
3,1,7,-80,3,6.6604
3,1,7,-80,4,5.8977
3,1,7,-80,5,4.5415
3,1,7,-80,6,4.7712
3,1,10,-80,2,9.759
3,1,10,-80,3,9.4146
3,1,10,-80,4,13.84
3,1,10,-80,5,13.242
3,1,10,-80,6,9.6874
3,1,2,-70,2,7.1197
3,1,2,-70,3,7.1197
3,1,2,-70,4,7.1197
3,1,2,-70,5,7.1197
3,1,2,-70,6,7.1197
3,1,3,-70,2,2.7915
3,1,3,-70,3,7.1197
3,1,3,-70,4,7.1197
3,1,3,-70,5,7.1197
3,1,3,-70,6,7.1197
3,1,4,-70,2,4.1088
3,1,4,-70,3,3.2536
3,1,4,-70,4,7.1197
3,1,4,-70,5,7.1197
3,1,4,-70,6,7.1197
3,1,5,-70,2,8.7646
3,1,5,-70,3,7.6844
3,1,5,-70,4,8.7104
3,1,5,-70,5,7.1197
3,1,5,-70,6,7.1197
3,1,7,-70,2,5.443
3,1,7,-70,3,5.487
3,1,7,-70,4,5.3223
3,1,7,-70,5,5.4062
3,1,7,-70,6,5.8439
3,1,10,-70,2,9.3764
3,1,10,-70,3,8.9516
3,1,10,-70,4,3.1176
3,1,10,-70,5,3.1176
3,1,10,-70,6,3.7669
0,2,2,-100,2,27.994
0,2,2,-100,3,27.994
0,2,2,-100,4,27.994
0,2,2,-100,5,27.994
0,2,2,-100,6,27.994
0,2,3,-100,2,6.2028
0,2,3,-100,3,27.994
0,2,3,-100,4,27.994
0,2,3,-100,5,27.994
0,2,3,-100,6,27.994
0,2,4,-100,2,4.7249
0,2,4,-100,3,8.3775
0,2,4,-100,4,27.994
0,2,4,-100,5,27.994
0,2,4,-100,6,27.994
0,2,5,-100,2,2.6581
0,2,5,-100,3,5.7488
0,2,5,-100,4,5.9624
0,2,5,-100,5,27.994
0,2,5,-100,6,27.994
0,2,7,-100,2,7.845
0,2,7,-100,3,6.0369
0,2,7,-100,4,5.6194
0,2,7,-100,5,3.5372
0,2,7,-100,6,2.8348
0,2,10,-100,2,13.165
0,2,10,-100,3,10.922
0,2,10,-100,4,8.7206
0,2,10,-100,5,5.5044
0,2,10,-100,6,3.9926
0,2,2,-90,2,27.994
0,2,2,-90,3,27.994
0,2,2,-90,4,27.994
0,2,2,-90,5,27.994
0,2,2,-90,6,27.994
0,2,3,-90,2,8.7997
0,2,3,-90,3,27.994
0,2,3,-90,4,27.994
0,2,3,-90,5,27.994
0,2,3,-90,6,27.994
0,2,4,-90,2,4.9981
0,2,4,-90,3,6.6076
0,2,4,-90,4,27.994
0,2,4,-90,5,27.994
0,2,4,-90,6,27.994
0,2,5,-90,2,4.9971
0,2,5,-90,3,5.9231
0,2,5,-90,4,5.8823
0,2,5,-90,5,27.994
0,2,5,-90,6,27.994
0,2,7,-90,2,15.582
0,2,7,-90,3,13.379
0,2,7,-90,4,10.459
0,2,7,-90,5,6.8046
0,2,7,-90,6,7.2033
0,2,10,-90,2,23.863
0,2,10,-90,3,21.947
0,2,10,-90,4,19.164
0,2,10,-90,5,14.418
0,2,10,-90,6,11.555
0,2,2,-80,2,27.994
0,2,2,-80,3,27.994
0,2,2,-80,4,27.994
0,2,2,-80,5,27.994
0,2,2,-80,6,27.994
0,2,3,-80,2,9.416
0,2,3,-80,3,27.994
0,2,3,-80,4,27.994
0,2,3,-80,5,27.994
0,2,3,-80,6,27.994
0,2,4,-80,2,10.16
0,2,4,-80,3,10.977
0,2,4,-80,4,27.994
0,2,4,-80,5,27.994
0,2,4,-80,6,27.994
0,2,5,-80,2,17.941
0,2,5,-80,3,12.501
0,2,5,-80,4,11.666
0,2,5,-80,5,27.994
0,2,5,-80,6,27.994
0,2,7,-80,2,31.754
0,2,7,-80,3,25.381
0,2,7,-80,4,21.631
0,2,7,-80,5,21.837
0,2,7,-80,6,26.354
0,2,10,-80,2,28.716
0,2,10,-80,3,31.429
0,2,10,-80,4,35.059
0,2,10,-80,5,45.835
0,2,10,-80,6,41.284
0,2,2,-70,2,27.994
0,2,2,-70,3,27.994
0,2,2,-70,4,27.994
0,2,2,-70,5,27.994
0,2,2,-70,6,27.994
0,2,3,-70,2,13.112
0,2,3,-70,3,27.994
0,2,3,-70,4,27.994
0,2,3,-70,5,27.994
0,2,3,-70,6,27.994
0,2,4,-70,2,26.377
0,2,4,-70,3,30.477
0,2,4,-70,4,27.994
0,2,4,-70,5,27.994
0,2,4,-70,6,27.994
0,2,5,-70,2,53.769
0,2,5,-70,3,42.142
0,2,5,-70,4,44.008
0,2,5,-70,5,27.994
0,2,5,-70,6,27.994
0,2,7,-70,2,27.154
0,2,7,-70,3,26.009
0,2,7,-70,4,27.008
0,2,7,-70,5,24.228
0,2,7,-70,6,23.81
0,2,10,-70,2,28.377
0,2,10,-70,3,29.958
0,2,10,-70,4,27.887
0,2,10,-70,5,30.193
0,2,10,-70,6,30.131
1,2,2,-100,2,46.409
1,2,2,-100,3,46.409
1,2,2,-100,4,46.409
1,2,2,-100,5,46.409
1,2,2,-100,6,46.409
1,2,3,-100,2,29.009
1,2,3,-100,3,46.409
1,2,3,-100,4,46.409
1,2,3,-100,5,46.409
1,2,3,-100,6,46.409
1,2,4,-100,2,28.238
1,2,4,-100,3,20.65
1,2,4,-100,4,46.409
1,2,4,-100,5,46.409
1,2,4,-100,6,46.409
1,2,5,-100,2,24.422
1,2,5,-100,3,19.172
1,2,5,-100,4,22.883
1,2,5,-100,5,46.409
1,2,5,-100,6,46.409
1,2,7,-100,2,19.296
1,2,7,-100,3,18.524
1,2,7,-100,4,16.722
1,2,7,-100,5,13.187
1,2,7,-100,6,10.822
1,2,10,-100,2,16.984
1,2,10,-100,3,17.361
1,2,10,-100,4,17.499
1,2,10,-100,5,18.229
1,2,10,-100,6,16.837
1,2,2,-90,2,46.409
1,2,2,-90,3,46.409
1,2,2,-90,4,46.409
1,2,2,-90,5,46.409
1,2,2,-90,6,46.409
1,2,3,-90,2,28.959
1,2,3,-90,3,46.409
1,2,3,-90,4,46.409
1,2,3,-90,5,46.409
1,2,3,-90,6,46.409
1,2,4,-90,2,28.075
1,2,4,-90,3,20.235
1,2,4,-90,4,46.409
1,2,4,-90,5,46.409
1,2,4,-90,6,46.409
1,2,5,-90,2,21.58
1,2,5,-90,3,16.46
1,2,5,-90,4,23.501
1,2,5,-90,5,46.409
1,2,5,-90,6,46.409
1,2,7,-90,2,15.354
1,2,7,-90,3,11.284
1,2,7,-90,4,11.849
1,2,7,-90,5,10.86
1,2,7,-90,6,12.673
1,2,10,-90,2,15.322
1,2,10,-90,3,13.189
1,2,10,-90,4,12.171
1,2,10,-90,5,12.789
1,2,10,-90,6,14.394
1,2,2,-80,2,46.409
1,2,2,-80,3,46.409
1,2,2,-80,4,46.409
1,2,2,-80,5,46.409
1,2,2,-80,6,46.409
1,2,3,-80,2,26.402
1,2,3,-80,3,46.409
1,2,3,-80,4,46.409
1,2,3,-80,5,46.409
1,2,3,-80,6,46.409
1,2,4,-80,2,21.936
1,2,4,-80,3,16.001
1,2,4,-80,4,46.409
1,2,4,-80,5,46.409
1,2,4,-80,6,46.409
1,2,5,-80,2,23.676
1,2,5,-80,3,12.126
1,2,5,-80,4,15.411
1,2,5,-80,5,46.409
1,2,5,-80,6,46.409
1,2,7,-80,2,30.601
1,2,7,-80,3,18.267
1,2,7,-80,4,13.335
1,2,7,-80,5,20.953
1,2,7,-80,6,25.794
1,2,10,-80,2,41.904
1,2,10,-80,3,37.206
1,2,10,-80,4,39.139
1,2,10,-80,5,35.74
1,2,10,-80,6,35.394
1,2,2,-70,2,46.409
1,2,2,-70,3,46.409
1,2,2,-70,4,46.409
1,2,2,-70,5,46.409
1,2,2,-70,6,46.409
1,2,3,-70,2,40.995
1,2,3,-70,3,46.409
1,2,3,-70,4,46.409
1,2,3,-70,5,46.409
1,2,3,-70,6,46.409
1,2,4,-70,2,48.274
1,2,4,-70,3,32.25
1,2,4,-70,4,46.409
1,2,4,-70,5,46.409
1,2,4,-70,6,46.409
1,2,5,-70,2,55.269
1,2,5,-70,3,58.907
1,2,5,-70,4,34.265
1,2,5,-70,5,46.409
1,2,5,-70,6,46.409
1,2,7,-70,2,56.412
1,2,7,-70,3,53.415
1,2,7,-70,4,38.882
1,2,7,-70,5,35.992
1,2,7,-70,6,34.473
1,2,10,-70,2,39.735
1,2,10,-70,3,50.129
1,2,10,-70,4,43.736
1,2,10,-70,5,42.168
1,2,10,-70,6,41.29
2,2,2,-100,2,2.178
2,2,2,-100,3,2.178
2,2,2,-100,4,2.178
2,2,2,-100,5,2.178
2,2,2,-100,6,2.178
2,2,3,-100,2,0.062815
2,2,3,-100,3,2.178
2,2,3,-100,4,2.178
2,2,3,-100,5,2.178
2,2,3,-100,6,2.178
2,2,4,-100,2,17.895
2,2,4,-100,3,0.62878
2,2,4,-100,4,2.178
2,2,4,-100,5,2.178
2,2,4,-100,6,2.178
2,2,5,-100,2,32.639
2,2,5,-100,3,8.3785
2,2,5,-100,4,0.51134
2,2,5,-100,5,2.178
2,2,5,-100,6,2.178
2,2,7,-100,2,18.384
2,2,7,-100,3,26.264
2,2,7,-100,4,26.54
2,2,7,-100,5,0.25498
2,2,7,-100,6,0.49933
2,2,10,-100,2,14.828
2,2,10,-100,3,16.023
2,2,10,-100,4,17.009
2,2,10,-100,5,21.736
2,2,10,-100,6,18.89
2,2,2,-90,2,2.178
2,2,2,-90,3,2.178
2,2,2,-90,4,2.178
2,2,2,-90,5,2.178
2,2,2,-90,6,2.178
2,2,3,-90,2,0.88445
2,2,3,-90,3,2.178
2,2,3,-90,4,2.178
2,2,3,-90,5,2.178
2,2,3,-90,6,2.178
2,2,4,-90,2,19.898
2,2,4,-90,3,0.049058
2,2,4,-90,4,2.178
2,2,4,-90,5,2.178
2,2,4,-90,6,2.178
2,2,5,-90,2,33.595
2,2,5,-90,3,3.2412
2,2,5,-90,4,0.25226
2,2,5,-90,5,2.178
2,2,5,-90,6,2.178
2,2,7,-90,2,17.082
2,2,7,-90,3,26.56
2,2,7,-90,4,27.264
2,2,7,-90,5,0.50292
2,2,7,-90,6,1.2237
2,2,10,-90,2,12.123
2,2,10,-90,3,13.694
2,2,10,-90,4,15.112
2,2,10,-90,5,20.06
2,2,10,-90,6,15.507
2,2,2,-80,2,2.178
2,2,2,-80,3,2.178
2,2,2,-80,4,2.178
2,2,2,-80,5,2.178
2,2,2,-80,6,2.178
2,2,3,-80,2,11.115
2,2,3,-80,3,2.178
2,2,3,-80,4,2.178
2,2,3,-80,5,2.178
2,2,3,-80,6,2.178
2,2,4,-80,2,11.893
2,2,4,-80,3,0.025702
2,2,4,-80,4,2.178
2,2,4,-80,5,2.178
2,2,4,-80,6,2.178
2,2,5,-80,2,26.031
2,2,5,-80,3,0.29976
2,2,5,-80,4,0.19104
2,2,5,-80,5,2.178
2,2,5,-80,6,2.178
2,2,7,-80,2,12.255
2,2,7,-80,3,21.254
2,2,7,-80,4,21.178
2,2,7,-80,5,1.5843
2,2,7,-80,6,2.5934
2,2,10,-80,2,6.6411
2,2,10,-80,3,4.3837
2,2,10,-80,4,12.047
2,2,10,-80,5,20.326
2,2,10,-80,6,1.9096
2,2,2,-70,2,2.178
2,2,2,-70,3,2.178
2,2,2,-70,4,2.178
2,2,2,-70,5,2.178
2,2,2,-70,6,2.178
2,2,3,-70,2,1.2961
2,2,3,-70,3,2.178
2,2,3,-70,4,2.178
2,2,3,-70,5,2.178
2,2,3,-70,6,2.178
2,2,4,-70,2,0.345
2,2,4,-70,3,0.09447
2,2,4,-70,4,2.178
2,2,4,-70,5,2.178
2,2,4,-70,6,2.178
2,2,5,-70,2,1.1396
2,2,5,-70,3,0.91955
2,2,5,-70,4,1.2543
2,2,5,-70,5,2.178
2,2,5,-70,6,2.178
2,2,7,-70,2,23.626
2,2,7,-70,3,0.75867
2,2,7,-70,4,3.4333
2,2,7,-70,5,2.7614
2,2,7,-70,6,3.3594
2,2,10,-70,2,5.8958
2,2,10,-70,3,23.918
2,2,10,-70,4,3.6965
2,2,10,-70,5,3.6132
2,2,10,-70,6,4.5637
3,2,2,-100,2,18.344
3,2,2,-100,3,18.344
3,2,2,-100,4,18.344
3,2,2,-100,5,18.344
3,2,2,-100,6,18.344
3,2,3,-100,2,67.343
3,2,3,-100,3,18.344
3,2,3,-100,4,18.344
3,2,3,-100,5,18.344
3,2,3,-100,6,18.344
3,2,4,-100,2,87.586
3,2,4,-100,3,5.6299
3,2,4,-100,4,18.344
3,2,4,-100,5,18.344
3,2,4,-100,6,18.344
3,2,5,-100,2,55.989
3,2,5,-100,3,58.763
3,2,5,-100,4,9.5931
3,2,5,-100,5,18.344
3,2,5,-100,6,18.344
3,2,7,-100,2,47.841
3,2,7,-100,3,57.609
3,2,7,-100,4,79.358
3,2,7,-100,5,2.6331
3,2,7,-100,6,2.6152
3,2,10,-100,2,34.15
3,2,10,-100,3,39.778
3,2,10,-100,4,43.853
3,2,10,-100,5,49.538
3,2,10,-100,6,35.274
3,2,2,-90,2,18.344
3,2,2,-90,3,18.344
3,2,2,-90,4,18.344
3,2,2,-90,5,18.344
3,2,2,-90,6,18.344
3,2,3,-90,2,88.709
3,2,3,-90,3,18.344
3,2,3,-90,4,18.344
3,2,3,-90,5,18.344
3,2,3,-90,6,18.344
3,2,4,-90,2,104.85
3,2,4,-90,3,4.9451
3,2,4,-90,4,18.344
3,2,4,-90,5,18.344
3,2,4,-90,6,18.344
3,2,5,-90,2,77.995
3,2,5,-90,3,66.252
3,2,5,-90,4,12.006
3,2,5,-90,5,18.344
3,2,5,-90,6,18.344
3,2,7,-90,2,61.891
3,2,7,-90,3,73.807
3,2,7,-90,4,92.603
3,2,7,-90,5,3.2955
3,2,7,-90,6,3.0661
3,2,10,-90,2,41.053
3,2,10,-90,3,47.97
3,2,10,-90,4,50.718
3,2,10,-90,5,52.523
3,2,10,-90,6,39.449
3,2,2,-80,2,18.344
3,2,2,-80,3,18.344
3,2,2,-80,4,18.344
3,2,2,-80,5,18.344
3,2,2,-80,6,18.344
3,2,3,-80,2,56.991
3,2,3,-80,3,18.344
3,2,3,-80,4,18.344
3,2,3,-80,5,18.344
3,2,3,-80,6,18.344
3,2,4,-80,2,73.987
3,2,4,-80,3,13.479
3,2,4,-80,4,18.344
3,2,4,-80,5,18.344
3,2,4,-80,6,18.344
3,2,5,-80,2,84.607
3,2,5,-80,3,42.186
3,2,5,-80,4,26.317
3,2,5,-80,5,18.344
3,2,5,-80,6,18.344
3,2,7,-80,2,44.734
3,2,7,-80,3,75.606
3,2,7,-80,4,91.07
3,2,7,-80,5,6.4009
3,2,7,-80,6,6.8999
3,2,10,-80,2,26.322
3,2,10,-80,3,22.582
3,2,10,-80,4,40.182
3,2,10,-80,5,74.61
3,2,10,-80,6,66.552
3,2,2,-70,2,18.344
3,2,2,-70,3,18.344
3,2,2,-70,4,18.344
3,2,2,-70,5,18.344
3,2,2,-70,6,18.344
3,2,3,-70,2,52.463
3,2,3,-70,3,18.344
3,2,3,-70,4,18.344
3,2,3,-70,5,18.344
3,2,3,-70,6,18.344
3,2,4,-70,2,46.995
3,2,4,-70,3,10.335
3,2,4,-70,4,18.344
3,2,4,-70,5,18.344
3,2,4,-70,6,18.344
3,2,5,-70,2,118.25
3,2,5,-70,3,20.363
3,2,5,-70,4,8.8711
3,2,5,-70,5,18.344
3,2,5,-70,6,18.344
3,2,7,-70,2,98.786
3,2,7,-70,3,89.208
3,2,7,-70,4,44.96
3,2,7,-70,5,13.108
3,2,7,-70,6,20.9
3,2,10,-70,2,54.897
3,2,10,-70,3,96.14
3,2,10,-70,4,127.32
3,2,10,-70,5,86.982
3,2,10,-70,6,66.117
-1,0,2,-100,2,7.4875
-1,0,2,-100,3,7.4875
-1,0,2,-100,4,7.4875
-1,0,2,-100,5,7.4875
-1,0,2,-100,6,7.4875
-1,0,3,-100,2,1.3305
-1,0,3,-100,3,7.4875
-1,0,3,-100,4,7.4875
-1,0,3,-100,5,7.4875
-1,0,3,-100,6,7.4875
-1,0,4,-100,2,1.7491
-1,0,4,-100,3,1.3332
-1,0,4,-100,4,7.4875
-1,0,4,-100,5,7.4875
-1,0,4,-100,6,7.4875
-1,0,5,-100,2,1.8572
-1,0,5,-100,3,1.5213
-1,0,5,-100,4,0.22232
-1,0,5,-100,5,7.4875
-1,0,5,-100,6,7.4875
-1,0,7,-100,2,1.7021
-1,0,7,-100,3,2.0057
-1,0,7,-100,4,1.4948
-1,0,7,-100,5,0.79937
-1,0,7,-100,6,0.74134
-1,0,10,-100,2,1.5148
-1,0,10,-100,3,1.544
-1,0,10,-100,4,1.6556
-1,0,10,-100,5,1.7219
-1,0,10,-100,6,1.746
-1,0,2,-90,2,7.4875
-1,0,2,-90,3,7.4875
-1,0,2,-90,4,7.4875
-1,0,2,-90,5,7.4875
-1,0,2,-90,6,7.4875
-1,0,3,-90,2,1.7033
-1,0,3,-90,3,7.4875
-1,0,3,-90,4,7.4875
-1,0,3,-90,5,7.4875
-1,0,3,-90,6,7.4875
-1,0,4,-90,2,2.2427
-1,0,4,-90,3,1.7701
-1,0,4,-90,4,7.4875
-1,0,4,-90,5,7.4875
-1,0,4,-90,6,7.4875
-1,0,5,-90,2,2.4591
-1,0,5,-90,3,1.9619
-1,0,5,-90,4,0.52414
-1,0,5,-90,5,7.4875
-1,0,5,-90,6,7.4875
-1,0,7,-90,2,2.6048
-1,0,7,-90,3,2.674
-1,0,7,-90,4,1.9416
-1,0,7,-90,5,1.1046
-1,0,7,-90,6,0.95972
-1,0,10,-90,2,2.9515
-1,0,10,-90,3,2.7629
-1,0,10,-90,4,2.6196
-1,0,10,-90,5,2.4771
-1,0,10,-90,6,2.3141
-1,0,2,-80,2,7.4875
-1,0,2,-80,3,7.4875
-1,0,2,-80,4,7.4875
-1,0,2,-80,5,7.4875
-1,0,2,-80,6,7.4875
-1,0,3,-80,2,2.2347
-1,0,3,-80,3,7.4875
-1,0,3,-80,4,7.4875
-1,0,3,-80,5,7.4875
-1,0,3,-80,6,7.4875
-1,0,4,-80,2,2.5999
-1,0,4,-80,3,1.9175
-1,0,4,-80,4,7.4875
-1,0,4,-80,5,7.4875
-1,0,4,-80,6,7.4875
-1,0,5,-80,2,3.2169
-1,0,5,-80,3,2.3116
-1,0,5,-80,4,1.2482
-1,0,5,-80,5,7.4875
-1,0,5,-80,6,7.4875
-1,0,7,-80,2,4.1743
-1,0,7,-80,3,3.682
-1,0,7,-80,4,2.7852
-1,0,7,-80,5,1.8968
-1,0,7,-80,6,2.3209
-1,0,10,-80,2,5.343
-1,0,10,-80,3,4.9738
-1,0,10,-80,4,4.581
-1,0,10,-80,5,4.2355
-1,0,10,-80,6,3.6699
-1,0,2,-70,2,7.4875
-1,0,2,-70,3,7.4875
-1,0,2,-70,4,7.4875
-1,0,2,-70,5,7.4875
-1,0,2,-70,6,7.4875
-1,0,3,-70,2,3.8674
-1,0,3,-70,3,7.4875
-1,0,3,-70,4,7.4875
-1,0,3,-70,5,7.4875
-1,0,3,-70,6,7.4875
-1,0,4,-70,2,3.3931
-1,0,4,-70,3,2.6255
-1,0,4,-70,4,7.4875
-1,0,4,-70,5,7.4875
-1,0,4,-70,6,7.4875
-1,0,5,-70,2,4.4605
-1,0,5,-70,3,3.8246
-1,0,5,-70,4,3.5519
-1,0,5,-70,5,7.4875
-1,0,5,-70,6,7.4875
-1,0,7,-70,2,5.5578
-1,0,7,-70,3,4.8476
-1,0,7,-70,4,4.3773
-1,0,7,-70,5,3.8792
-1,0,7,-70,6,3.8235
-1,0,10,-70,2,6.2302
-1,0,10,-70,3,5.7927
-1,0,10,-70,4,6.8246
-1,0,10,-70,5,6.7719
-1,0,10,-70,6,6.6408
-1,1,2,-100,2,47.54
-1,1,2,-100,3,47.54
-1,1,2,-100,4,47.54
-1,1,2,-100,5,47.54
-1,1,2,-100,6,47.54
-1,1,3,-100,2,114.48
-1,1,3,-100,3,47.54
-1,1,3,-100,4,47.54
-1,1,3,-100,5,47.54
-1,1,3,-100,6,47.54
-1,1,4,-100,2,169.04
-1,1,4,-100,3,115.96
-1,1,4,-100,4,47.54
-1,1,4,-100,5,47.54
-1,1,4,-100,6,47.54
-1,1,5,-100,2,190.33
-1,1,5,-100,3,136.22
-1,1,5,-100,4,62.273
-1,1,5,-100,5,47.54
-1,1,5,-100,6,47.54
-1,1,7,-100,2,246.75
-1,1,7,-100,3,206.73
-1,1,7,-100,4,159.07
-1,1,7,-100,5,154.59
-1,1,7,-100,6,100.63
-1,1,10,-100,2,193.8
-1,1,10,-100,3,217.7
-1,1,10,-100,4,227.77
-1,1,10,-100,5,189.32
-1,1,10,-100,6,169.02
-1,1,2,-90,2,47.54
-1,1,2,-90,3,47.54
-1,1,2,-90,4,47.54
-1,1,2,-90,5,47.54
-1,1,2,-90,6,47.54
-1,1,3,-90,2,104.23
-1,1,3,-90,3,47.54
-1,1,3,-90,4,47.54
-1,1,3,-90,5,47.54
-1,1,3,-90,6,47.54
-1,1,4,-90,2,229.2
-1,1,4,-90,3,122.21
-1,1,4,-90,4,47.54
-1,1,4,-90,5,47.54
-1,1,4,-90,6,47.54
-1,1,5,-90,2,234.95
-1,1,5,-90,3,118.42
-1,1,5,-90,4,73.509
-1,1,5,-90,5,47.54
-1,1,5,-90,6,47.54
-1,1,7,-90,2,211.15
-1,1,7,-90,3,238.27
-1,1,7,-90,4,165.43
-1,1,7,-90,5,142.77
-1,1,7,-90,6,103.95
-1,1,10,-90,2,130.95
-1,1,10,-90,3,142.45
-1,1,10,-90,4,165.5
-1,1,10,-90,5,164.34
-1,1,10,-90,6,151.68
-1,1,2,-80,2,47.54
-1,1,2,-80,3,47.54
-1,1,2,-80,4,47.54
-1,1,2,-80,5,47.54
-1,1,2,-80,6,47.54
-1,1,3,-80,2,82.57
-1,1,3,-80,3,47.54
-1,1,3,-80,4,47.54
-1,1,3,-80,5,47.54
-1,1,3,-80,6,47.54
-1,1,4,-80,2,102.59
-1,1,4,-80,3,109.86
-1,1,4,-80,4,47.54
-1,1,4,-80,5,47.54
-1,1,4,-80,6,47.54
-1,1,5,-80,2,140.16
-1,1,5,-80,3,110.2
-1,1,5,-80,4,53.569
-1,1,5,-80,5,47.54
-1,1,5,-80,6,47.54
-1,1,7,-80,2,95.271
-1,1,7,-80,3,104.24
-1,1,7,-80,4,99.01
-1,1,7,-80,5,67.76
-1,1,7,-80,6,47.627
-1,1,10,-80,2,81.889
-1,1,10,-80,3,73.197
-1,1,10,-80,4,122.89
-1,1,10,-80,5,111.24
-1,1,10,-80,6,61.45
-1,1,2,-70,2,47.54
-1,1,2,-70,3,47.54
-1,1,2,-70,4,47.54
-1,1,2,-70,5,47.54
-1,1,2,-70,6,47.54
-1,1,3,-70,2,52.622
-1,1,3,-70,3,47.54
-1,1,3,-70,4,47.54
-1,1,3,-70,5,47.54
-1,1,3,-70,6,47.54
-1,1,4,-70,2,56.734
-1,1,4,-70,3,57.159
-1,1,4,-70,4,47.54
-1,1,4,-70,5,47.54
-1,1,4,-70,6,47.54
-1,1,5,-70,2,68.74
-1,1,5,-70,3,64.196
-1,1,5,-70,4,61.556
-1,1,5,-70,5,47.54
-1,1,5,-70,6,47.54
-1,1,7,-70,2,89.699
-1,1,7,-70,3,72.405
-1,1,7,-70,4,67.626
-1,1,7,-70,5,49.716
-1,1,7,-70,6,41.533
-1,1,10,-70,2,81.074
-1,1,10,-70,3,91.906
-1,1,10,-70,4,67.168
-1,1,10,-70,5,64.463
-1,1,10,-70,6,42.319
-1,2,2,-100,2,94.913
-1,2,2,-100,3,94.913
-1,2,2,-100,4,94.913
-1,2,2,-100,5,94.913
-1,2,2,-100,6,94.913
-1,2,3,-100,2,310.24
-1,2,3,-100,3,94.913
-1,2,3,-100,4,94.913
-1,2,3,-100,5,94.913
-1,2,3,-100,6,94.913
-1,2,4,-100,2,361.06
-1,2,4,-100,3,248.05
-1,2,4,-100,4,94.913
-1,2,4,-100,5,94.913
-1,2,4,-100,6,94.913
-1,2,5,-100,2,390.87
-1,2,5,-100,3,319.52
-1,2,5,-100,4,228.94
-1,2,5,-100,5,94.913
-1,2,5,-100,6,94.913
-1,2,7,-100,2,403.13
-1,2,7,-100,3,406.14
-1,2,7,-100,4,306.19
-1,2,7,-100,5,259.53
-1,2,7,-100,6,233.2
-1,2,10,-100,2,415.9
-1,2,10,-100,3,394.57
-1,2,10,-100,4,357.33
-1,2,10,-100,5,332.7
-1,2,10,-100,6,291.09
-1,2,2,-90,2,94.913
-1,2,2,-90,3,94.913
-1,2,2,-90,4,94.913
-1,2,2,-90,5,94.913
-1,2,2,-90,6,94.913
-1,2,3,-90,2,374.44
-1,2,3,-90,3,94.913
-1,2,3,-90,4,94.913
-1,2,3,-90,5,94.913
-1,2,3,-90,6,94.913
-1,2,4,-90,2,384.25
-1,2,4,-90,3,226.81
-1,2,4,-90,4,94.913
-1,2,4,-90,5,94.913
-1,2,4,-90,6,94.913
-1,2,5,-90,2,366.23
-1,2,5,-90,3,302.04
-1,2,5,-90,4,225.63
-1,2,5,-90,5,94.913
-1,2,5,-90,6,94.913
-1,2,7,-90,2,377.31
-1,2,7,-90,3,368.86
-1,2,7,-90,4,272.72
-1,2,7,-90,5,240.65
-1,2,7,-90,6,213.46
-1,2,10,-90,2,361.49
-1,2,10,-90,3,341.11
-1,2,10,-90,4,301.74
-1,2,10,-90,5,290.89
-1,2,10,-90,6,253.74
-1,2,2,-80,2,94.913
-1,2,2,-80,3,94.913
-1,2,2,-80,4,94.913
-1,2,2,-80,5,94.913
-1,2,2,-80,6,94.913
-1,2,3,-80,2,387.69
-1,2,3,-80,3,94.913
-1,2,3,-80,4,94.913
-1,2,3,-80,5,94.913
-1,2,3,-80,6,94.913
-1,2,4,-80,2,312.54
-1,2,4,-80,3,224.11
-1,2,4,-80,4,94.913
-1,2,4,-80,5,94.913
-1,2,4,-80,6,94.913
-1,2,5,-80,2,375.98
-1,2,5,-80,3,203.38
-1,2,5,-80,4,192.02
-1,2,5,-80,5,94.913
-1,2,5,-80,6,94.913
-1,2,7,-80,2,312.21
-1,2,7,-80,3,299.63
-1,2,7,-80,4,327.89
-1,2,7,-80,5,224.81
