0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
185.02,164.73,-16.049,4.2786,7.4712
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
198.39,136.61,-4.823,4.9296,4.5155
0,0,0,0,0
0,0,0,0,0
158.56,189.62,-48.665,2.3936,8.7169
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
283.41,129.22,-44.974,2.4825,5.4712
0,0,0,0,0
0,0,0,0,0
181.83,214.72,-41.582,2.3749,7.2591
0,0,0,0,0
0,0,0,0,0
275.57,143.74,-46.818,1.7139,6.3521
271.36,146.47,-25.16,3.2327,6.5137
0,0,0,0,0
0,0,0,0,0
237.95,81.522,-36.031,2.1972,7.0024
248.89,92.912,-48.939,1.5128,6.7887
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
158.12,159.54,-40.96,2.5058,9.452
155.27,158.28,-49.971,1.989,9.2545
0,0,0,0,0
0,0,0,0,0
147.01,142.55,-43.855,2.3388,4.8922
0,0,0,0,0
0,0,0,0,0
181.12,213.27,-49.033,3.0732,3.3231
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
146.25,145.08,-49.794,3.017,2.7354
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
154.98,163.58,-48.784,3.0331,2.7564
0,0,0,0,0
0,0,0,0,0
282.31,152.65,-49.859,2.4826,5.3688
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
286.18,165.77,-48.828,1.7571,6.1593
210.5,124.32,-15.48,3.8144,6.2044
211.35,122.17,-2.508,4.5576,5.4798
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
161.06,165.19,-48.753,2.668,5.0702
0,0,0,0,0
168.74,216.71,-47.754,2.5662,7.3842
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
218.17,152.32,-24.963,3.1767,3.5407
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
167.4,211.35,-3.9545,4.9229,7.5563
0,0,0,0,0
199.55,158.31,-39.318,2.8009,9.4383
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
207.02,91.296,-22.451,3.0646,8.3563
0,0,0,0,0
190.46,224.04,-46.013,3.8948,1.6538
0,0,0,0,0
0,0,0,0,0
218.71,231.44,-1.3532,4.6222,8.2062
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
206.35,138.61,-40.117,2.6137,6.8274
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
